30	759	112
489	77	759
418	834	812
918	481	983
95	570	57
121	13	26
98	140	811
357	296	695
572	503	909
176	533	619
103	652	375
782	408	754
907	974	304
692	799	144
798	719	323
904	859	30
823	737	317
41	897	119
531	487	39
488	716	730
621	864	730
113	494	994
627	720	888
500	753	589
961	836	219
566	390	418
270	816	484
403	402	546
814	280	607
624	292	350
441	163	443
954	893	270
275	837	588
469	255	437
211	807	804
252	525	632
135	521	253
593	393	530
788	587	548
257	293	528
742	9	905
466	901	452
227	438	422
977	996	687
981	808	936
832	866	962
307	797	926
190	100	265
125	138	619
539	877	683
844	425	108
51	302	30
313	561	362
59	902	578
359	337	630
721	876	99
848	152	393
474	161	996
679	369	129
600	105	220
336	830	388
316	663	250
920	264	834
321	909	152
981	342	890
989	45	508
772	157	40
405	111	507
54	263	63
583	683	491
337	962	668
879	684	555
141	747	196
76	341	787
203	501	254
707	299	907
885	637	995
321	513	788
671	982	603
708	399	539
21	978	241
335	678	156
50	542	619
498	363	489
335	87	794
33	647	16
702	790	859
876	175	166
558	325	766
972	34	47
421	373	836
720	49	371
643	402	995
719	470	726
858	36	505
861	740	642
50	584	816
902	297	55
868	359	558
747	796	346
759	627	951
439	418	259
541	109	813
632	587	634
351	863	968
621	27	609
468	386	601
577	494	500
619	593	374
196	519	832
346	996	422
649	347	624
644	457	701
957	46	280
784	517	455
146	301	697
837	125	309
989	904	484
186	183	367
492	727	249
816	585	617
331	770	62
116	99	738
666	339	813
238	867	238
154	156	693
717	256	382
930	693	501
290	835	554
130	417	883
766	842	804
403	786	913
885	628	701
682	120	933
830	661	512
244	661	222
858	843	252
842	998	291
367	117	56
834	582	549
650	116	14
202	132	670
667	225	554
691	710	413
824	255	89
427	224	86
71	679	504
903	702	616
490	170	305
245	274	898
714	916	893
939	378	136
490	867	188
602	290	947
741	753	481
648	219	198
888	725	663
709	161	460
878	959	622
144	798	191
801	956	634
693	116	193
954	943	978
909	636	659
222	724	612
760	306	322
754	947	823
406	286	592
649	537	362
206	760	3
644	479	497
113	621	681
778	198	145
602	133	421
242	691	716
732	722	316
185	540	108
373	30	62
681	361	288
690	234	705
367	208	898
162	538	195
400	330	205
957	706	623
727	549	899
205	701	425
510	972	763
294	359	480
148	883	80
1	222	927
777	719	420
851	80	803
132	209	667
933	845	572
277	326	226
385	379	534
472	427	89
74	526	472
37	680	993
205	42	291
601	658	547
902	84	689
108	871	998
808	783	899
222	892	581
265	585	50
736	325	681
469	152	233
402	185	427
580	929	665
426	310	846
452	187	12
737	362	424
940	751	331
841	434	244
728	382	394
481	152	50
560	663	1
90	446	589
108	792	263
870	276	675
809	106	94
426	234	124
750	673	24
796	320	954
266	258	791
214	226	913
821	260	885
991	169	649
927	622	709
930	246	473
338	10	27
586	895	554
785	538	170
799	445	47
975	266	454
791	482	23
251	734	783
645	339	698
266	859	459
999	625	407
621	987	542
218	862	788
331	345	286
9	626	66
319	166	232
842	872	192
891	997	885
780	228	863
32	387	796
116	402	602
160	278	606
603	947	233
782	803	635
114	476	13
93	711	840
135	904	659
950	971	830
689	108	680
473	190	1000
578	296	923
898	231	672
69	946	435
102	716	616
257	514	541
969	588	405
88	587	233
211	310	214
652	752	391
986	681	996
512	560	962
634	707	403
201	331	351
410	271	99
698	64	279
849	260	671
251	702	843
854	510	355
294	598	345
828	342	539
290	568	506
193	81	467
796	845	856
802	547	305
906	842	501
768	53	537
815	980	817
497	349	624
27	478	748
21	223	819
933	945	844
625	31	626
141	584	288
318	387	648
166	304	813
688	457	200
228	267	738
974	213	110
702	461	238
818	365	219
314	960	72
262	487	64
652	8	339
358	479	679
418	15	997
786	240	735
703	938	573
109	987	618
212	73	866
566	763	43
684	809	651
210	246	507
457	700	897
911	92	761
115	873	240
387	778	187
271	938	558
594	485	344
135	219	208
637	443	869
165	686	340
763	567	808
668	995	231
918	671	797
758	230	413
581	376	588
735	185	16
698	455	406
15	941	239
702	278	529
624	866	281
13	665	550
275	317	214
704	22	414
689	732	399
881	262	916
942	149	223
33	277	640
433	94	578
73	154	801
253	307	37
949	284	119
796	209	957
750	630	383
998	734	458
889	988	223
905	364	70
843	315	537
455	920	218
948	549	680
325	699	190
657	213	86
500	74	995
66	828	236
474	435	101
861	43	623
329	97	602
974	528	36
5	632	266
190	588	498
970	764	39
903	849	239
33	604	356
357	75	414
279	784	404
462	829	357
148	263	340
625	801	625
57	942	884
186	369	807
799	790	488
529	880	896
389	464	509
134	154	798
429	481	612
800	566	526
245	854	563
874	591	107
594	413	222
718	417	362
75	765	143
387	627	432
798	534	919
138	283	373
278	488	504
843	972	462
759	526	61
789	361	145
684	981	722
715	278	695
384	847	226
68	272	393
500	62	386
835	862	767
364	471	69
732	417	521
755	923	401
764	867	554
845	446	107
96	499	269
467	468	801
514	704	951
670	306	474
497	44	521
64	815	584
288	944	179
281	65	67
311	17	907
866	751	155
889	908	253
58	355	921
684	305	169
945	308	64
451	611	631
999	553	367
246	767	503
963	114	584
272	899	695
384	567	862
81	519	949
640	426	148
782	137	5
991	889	624
762	295	137
806	119	78
752	512	418
480	306	500
714	984	319
568	571	30
7	320	489
318	113	858
458	833	58
696	88	978
538	999	447
661	98	628
510	497	823
811	317	721
997	932	792
943	72	888
412	242	301
155	903	352
635	593	341
418	628	639
58	340	947
149	263	652
680	94	127
476	469	273
806	895	630
602	898	460
600	117	48
815	902	785
518	969	673
986	199	318
23	382	457
638	158	705
928	613	529
255	623	253
101	685	230
331	614	795
254	797	132
795	687	945
934	545	527
561	771	195
302	568	523
444	773	678
619	441	956
489	76	146
32	600	148
214	473	763
538	579	713
671	393	798
150	853	529
827	799	239
390	692	592
539	342	287
398	918	732
819	680	990
386	511	657
461	706	282
793	631	367
888	70	613
68	170	324
11	559	785
479	843	428
191	322	384
469	944	364
67	971	986
943	203	625
471	81	721
771	484	379
125	758	23
591	599	18
631	384	211
339	51	120
984	194	426
916	945	786
505	182	408
662	226	777
701	789	744
106	79	913
212	771	234
247	179	730
939	914	630
163	596	406
444	351	891
332	868	761
427	658	951
698	253	247
198	545	922
105	832	877
65	834	967
935	707	559
533	337	446
440	747	586
276	57	354
676	354	816
697	521	477
281	381	494
296	897	792
923	817	772
336	977	884
555	636	671
16	630	650
840	760	996
102	500	701
422	29	901
510	655	737
224	685	513
110	843	254
638	541	425
974	215	659
525	301	678
203	199	245
331	335	554
870	819	731
987	910	415
760	234	885
272	226	876
56	142	322
154	799	536
570	112	503
411	839	681
362	513	861
596	149	95
426	736	542
497	702	655
612	121	929
179	50	274
15	161	311
99	649	906
633	557	561
910	664	863
1	348	512
945	34	353
857	475	578
473	281	339
943	844	757
148	366	932
999	101	603
154	94	229
650	800	300
659	483	650
700	526	671
6	298	95
27	766	510
950	165	199
509	678	531
203	556	869
842	754	75
74	307	331
109	333	582
587	693	395
468	885	498
218	47	578
936	659	848
54	945	615
322	60	825
736	171	850
89	37	373
35	8	446
902	854	782
581	653	935
128	967	133
995	29	828
427	305	412
498	538	203
457	75	25
638	559	701
634	20	213
882	827	258
397	131	358
658	199	95
735	338	310
919	712	67
539	551	416
302	964	572
540	952	697
85	661	40
389	640	853
297	29	344
393	156	227
74	186	255
653	379	178
665	238	141
550	195	739
335	365	100
631	534	451
360	810	908
370	900	751
123	156	681
989	69	334
891	900	41
511	903	299
378	622	355
996	561	524
701	245	968
244	237	76
665	72	122
52	365	747
322	450	471
237	78	996
755	125	560
214	481	881
291	651	844
959	39	567
145	530	287
175	967	422
