79	78	94	93
84	91	35	69
99	5	18	50
97	21	70	0
79	58	29	81
13	68	64	34
88	68	8	26
17	79	7	95
95	3	85	37
89	25	65	20
4	37	37	74
77	94	56	22
98	86	91	2
75	61	75	11
13	60	4	15
82	9	51	20
98	22	55	94
36	33	10	54
93	8	77	76
30	90	56	94
12	86	28	31
87	5	20	34
27	74	24	29
20	50	37	95
85	17	76	55
39	62	86	65
75	36	8	66
83	98	80	23
4	10	3	96
80	19	32	93
2	21	66	61
9	81	34	42
70	82	90	13
14	0	55	49
99	62	55	51
96	53	50	29
93	0	25	10
47	41	14	65
84	82	53	18
96	24	56	94
2	66	96	1
7	66	9	3
55	53	97	18
64	81	96	48
70	37	67	8
56	23	95	29
68	24	29	31
47	36	53	75
6	60	48	30
57	48	21	27
91	21	54	93
43	95	1	3
85	4	47	59
56	48	38	78
71	66	33	82
37	77	56	18
0	21	12	3
32	66	91	22
15	40	16	34
68	1	85	72
23	25	45	42
89	94	18	57
22	70	59	90
14	38	89	13
65	36	93	22
83	97	71	19
13	25	43	15
31	3	9	69
80	61	59	11
32	14	29	6
3	54	81	62
7	1	7	76
50	2	69	32
7	63	88	26
54	26	29	63
50	2	26	19
60	89	9	53
79	78	81	50
7	87	19	29
15	8	11	11
18	66	65	28
33	77	62	17
73	32	56	6
85	65	55	0
28	62	1	18
91	53	97	72
21	18	24	20
44	59	10	45
14	17	45	84
37	97	85	83
26	92	80	46
21	74	65	42
31	18	0	53
7	93	20	64
69	92	7	14
52	42	72	13
22	10	92	67
19	71	62	31
77	18	91	98
73	50	50	46
53	82	88	25
58	57	38	20
96	81	14	45
89	70	30	84
20	66	24	10
82	97	22	60
56	69	76	88
2	22	91	18
41	60	61	70
53	46	55	64
71	71	71	38
56	17	41	6
88	7	77	7
25	39	64	55
59	28	69	88
80	49	18	74
89	95	3	29
9	59	30	73
10	60	39	11
26	84	3	39
28	70	0	95
44	84	93	2
95	6	11	25
77	67	84	22
52	96	48	61
13	11	97	28
76	4	96	65
0	52	28	74
25	29	59	10
49	23	29	5
2	1	33	2
48	5	95	43
75	17	58	29
35	41	25	16
72	72	18	39
87	28	1	42
77	36	99	47
7	73	72	29
66	42	59	12
77	94	79	70
8	53	89	83
94	98	39	83
4	43	37	77
4	89	18	73
99	91	25	12
5	47	35	2
44	29	62	93
82	13	39	78
92	47	31	34
38	17	48	79
96	16	43	64
35	95	24	76
24	85	12	86
69	66	65	60
17	87	39	64
35	46	0	91
3	59	84	57
58	83	34	82
42	46	15	89
4	71	66	48
5	86	68	97
0	52	9	26
82	71	16	51
78	83	43	50
15	52	60	76
11	66	18	40
50	30	43	22
50	75	56	46
20	90	59	49
77	3	90	50
49	57	74	87
67	83	4	58
2	65	73	51
10	89	37	38
67	27	47	70
9	86	75	6
14	69	30	87
24	93	73	12
61	10	27	53
92	31	73	67
25	85	20	85
2	4	36	31
52	20	82	50
56	20	41	62
82	68	72	97
52	16	34	8
92	61	89	0
62	84	46	36
54	79	44	24
66	90	4	9
33	99	34	4
11	22	55	41
68	64	70	24
58	75	14	9
50	11	93	40
15	36	69	68
74	45	95	76
75	17	96	91
63	62	64	52
81	29	97	69
5	48	31	97
13	22	78	79
65	35	73	55
96	64	94	97
30	66	30	66
27	79	65	51
68	79	60	95
10	62	27	20
13	24	34	66
4	71	54	51
67	16	11	40
44	40	94	99
67	67	22	15
99	30	42	26
82	80	28	34
61	82	68	2
8	52	41	72
29	28	92	58
12	78	99	10
68	25	7	28
84	60	27	42
39	12	20	83
82	8	84	24
42	20	89	84
48	8	32	91
98	22	69	39
75	63	3	21
31	31	57	57
73	0	50	0
54	25	63	95
31	58	90	20
43	68	15	91
88	14	62	59
92	15	29	61
91	87	67	76
9	99	51	50
50	26	51	42
69	88	29	22
45	36	60	40
31	48	95	6
47	11	33	17
69	97	65	57
71	88	9	67
57	86	86	32
7	40	70	17
17	73	22	99
84	39	14	55
55	88	30	42
92	61	28	98
66	33	81	52
61	93	70	80
78	62	64	58
50	28	32	91
78	78	89	74
88	33	32	29
83	9	2	82
58	67	74	96
58	88	65	73
58	17	56	23
2	41	20	22
74	55	5	27
55	39	63	13
71	53	9	32
1	52	69	51
91	88	22	11
87	68	0	61
62	59	32	61
21	65	72	47
12	10	54	27
3	74	26	18
4	60	24	4
79	32	71	6
47	4	32	13
18	9	34	6
55	43	64	96
6	2	92	6
81	61	20	91
97	41	48	16
61	3	6	26
44	95	82	29
87	25	13	17
33	58	28	3
75	48	72	59
10	30	11	2
68	18	22	17
12	80	8	6
55	15	52	14
2	8	62	59
61	35	8	81
88	74	72	23
32	17	16	49
69	88	6	31
91	4	57	25
73	65	16	7
16	7	61	18
6	14	0	67
85	12	98	74
21	30	13	93
46	98	84	95
64	59	36	67
9	20	22	97
50	36	86	96
18	1	64	81
13	53	17	18
16	49	63	56
90	31	10	61
91	63	79	74
80	21	42	57
70	94	9	85
91	2	17	49
26	1	56	19
65	32	80	92
81	66	78	15
95	79	76	77
10	61	6	86
56	11	15	96
59	7	10	19
44	31	27	14
32	13	30	88
74	90	95	58
83	87	93	14
43	27	62	91
18	31	75	29
95	30	93	15
86	60	60	58
22	61	47	49
38	63	83	81
49	87	3	19
66	48	2	68
18	1	52	31
44	19	1	13
56	97	18	1
20	15	2	14
30	36	36	22
40	43	75	79
44	80	42	30
28	56	63	47
28	24	97	85
7	28	13	2
59	33	93	41
45	82	60	33
84	88	88	29
11	79	28	74
25	73	87	64
77	70	85	99
33	71	72	96
18	17	7	1
22	33	62	6
50	34	34	62
19	8	46	40
68	34	35	48
95	23	59	33
41	49	25	89
48	93	7	74
9	64	15	66
80	86	7	78
17	22	23	91
39	24	44	68
23	44	31	99
35	24	0	95
58	73	60	72
8	72	57	57
26	59	53	55
93	79	59	81
27	57	30	73
99	67	94	16
5	56	66	3
61	8	39	84
63	19	8	7
25	34	69	44
64	66	65	79
71	88	75	44
85	50	72	77
93	27	95	90
79	44	67	51
6	53	95	17
20	68	91	73
70	52	55	92
87	86	8	33
2	15	44	16
81	21	18	11
36	61	90	36
24	18	28	81
66	18	37	11
70	47	58	3
97	2	73	33
94	79	89	7
18	61	87	63
99	51	70	85
35	83	81	58
77	54	49	52
23	73	26	69
48	97	62	55
56	41	18	78
48	84	17	57
72	83	18	62
30	64	82	15
48	52	75	87
66	99	25	42
53	20	9	20
52	20	58	20
98	32	6	57
32	91	36	51
66	23	86	93
35	86	21	59
91	10	20	96
22	75	88	57
16	76	25	27
74	96	4	52
25	98	63	98
57	25	83	57
15	24	21	42
12	31	6	66
99	50	29	42
99	61	98	23
43	49	41	56
65	8	76	69
19	34	68	37
23	22	1	66
27	63	80	98
54	46	44	84
69	59	28	24
67	62	52	63
0	39	55	8
83	27	91	7
47	52	23	78
63	69	42	76
48	63	15	35
81	0	68	97
4	56	86	6
80	52	1	57
81	4	37	83
67	92	82	0
72	73	50	2
22	66	21	0
16	52	75	3
46	17	82	99
71	57	4	27
40	84	26	94
50	66	96	58
31	59	8	55
81	15	63	8
49	66	74	38
34	86	90	27
77	97	10	64
21	37	12	9
88	54	59	87
46	56	52	56
69	63	68	57
44	19	22	31
54	74	50	4
83	65	93	53
94	99	16	52
55	31	36	94
46	98	66	27
55	75	61	93
13	18	68	71
18	32	83	58
75	78	10	47
86	7	26	22
60	6	93	47
39	0	0	38
26	74	10	45
52	95	76	78
12	57	90	64
97	22	34	61
15	58	76	77
21	89	7	39
72	44	66	48
82	14	53	13
18	30	44	44
22	38	5	80
2	31	34	29
16	62	24	38
72	31	31	81
23	23	16	36
66	71	73	8
28	27	96	97
3	77	45	67
77	89	39	77
52	96	74	89
54	77	22	9
19	28	76	50
82	72	90	95
13	7	77	50
65	97	51	74
35	37	25	39
16	57	60	82
92	54	28	27
48	26	82	88
48	63	89	0
51	46	15	31
86	49	54	69
11	88	11	55
44	99	54	17
52	83	93	62
67	93	57	27
44	63	47	86
25	88	2	1
8	51	23	88
21	93	52	66
2	91	70	4
42	72	82	49
72	65	36	65
70	27	33	58
88	87	87	23
2	68	44	22
85	10	47	93
76	65	95	58
30	26	59	75
22	52	85	71
80	97	13	60
52	36	31	80
17	65	0	34
6	28	64	34
47	47	18	32
24	89	73	6
69	78	34	44
67	57	35	35
2	15	43	5
54	83	70	48
78	66	75	11
65	60	51	1
61	25	28	75
34	52	46	91
24	7	90	73
2	87	13	59
29	64	32	91
85	59	80	63
76	69	53	58
13	61	40	8
26	32	82	42
29	59	1	49
68	52	80	46
93	97	46	91
53	16	81	1
28	60	16	2
45	64	98	64
98	88	77	62
66	82	46	69
4	70	29	70
63	82	22	33
78	33	70	79
22	62	4	96
80	39	80	66
16	79	97	65
61	37	51	80
74	17	80	11
50	77	86	82
86	11	38	45
37	83	24	11
93	18	41	36
83	80	82	26
1	80	53	25
73	64	8	26
31	42	58	61
52	59	29	45
75	22	10	69
1	34	28	32
55	85	71	42
95	14	96	93
35	53	9	69
24	61	9	22
2	12	13	95
24	62	59	33
88	95	60	61
70	12	25	67
51	20	70	87
92	65	30	16
45	64	25	99
50	60	21	14
12	88	66	89
20	33	7	92
26	37	53	99
53	35	23	23
28	42	17	3
90	21	29	37
81	96	49	60
37	59	83	28
74	46	48	82
45	35	46	18
12	77	61	54
11	30	63	10
41	2	70	8
42	18	23	90
58	29	8	24
83	47	55	66
54	25	25	7
86	41	77	92
96	99	90	13
60	75	25	50
33	38	18	34
88	75	86	56
23	58	23	15
27	21	34	65
22	94	0	86
5	55	24	0
25	78	11	43
27	10	29	83
4	57	90	44
28	20	77	78
38	69	83	28
17	61	65	74
64	25	90	66
75	38	45	77
14	18	9	10
63	43	28	13
28	40	11	70
31	90	36	2
16	21	48	36
72	95	82	63
12	37	79	2
19	63	8	65
11	12	30	10
11	67	15	95
40	70	0	77
50	94	42	74
88	88	50	54
90	9	5	19
35	45	97	26
64	26	93	65
32	45	58	18
59	25	91	49
5	53	95	1
95	5	13	18
94	4	13	31
13	53	75	2
6	10	74	65
69	89	30	14
77	35	45	4
36	23	14	62
96	0	48	37
14	4	23	30
31	79	31	59
12	61	51	78
70	56	11	49
51	25	79	16
22	80	24	60
59	9	82	70
90	50	34	12
5	37	87	2
86	43	33	89
57	71	2	15
83	66	34	79
12	65	11	70
20	31	15	33
80	63	70	22
97	60	68	61
26	39	72	32
68	9	62	7
92	90	58	50
78	8	76	93
74	2	58	25
39	64	91	74
22	54	22	23
72	10	92	97
2	40	89	43
94	2	10	2
2	4	78	30
72	64	55	71
87	77	48	95
1	42	21	62
47	98	9	14
86	39	34	81
97	61	48	37
19	33	98	72
91	55	22	35
85	60	2	58
99	51	35	95
62	97	95	59
18	26	95	96
92	96	16	63
69	97	33	10
16	17	52	54
79	76	3	45
19	86	77	87
96	51	15	35
3	39	19	0
65	88	18	92
37	2	79	95
39	59	65	88
27	91	42	81
98	81	15	86
93	50	40	32
49	8	0	41
81	81	60	30
77	32	45	27
99	59	16	76
96	8	6	60
21	88	59	4
9	33	36	21
23	33	6	15
48	86	43	28
2	38	13	57
98	35	10	95
45	14	81	39
64	39	89	85
43	79	11	60
49	95	31	47
45	38	6	44
26	29	79	13
15	88	73	57
94	48	61	85
78	64	58	94
51	96	56	84
43	21	71	68
75	83	78	7
6	66	12	60
29	65	68	16
35	68	24	76
65	31	90	95
17	25	82	85
36	36	95	48
82	22	1	5
57	10	38	32
9	66	51	28
35	1	56	12
95	42	59	83
72	80	18	11
30	76	50	49
1	93	71	69
70	64	78	6
64	63	58	24
30	92	66	99
80	62	59	16
69	69	89	93
77	12	76	1
3	89	74	81
59	88	30	15
95	81	57	71
23	49	47	31
84	35	52	80
13	19	31	67
16	34	80	31
4	77	92	58
87	76	2	75
88	77	64	42
61	51	3	99
5	88	93	19
21	58	9	42
60	95	88	84
58	7	64	25
8	98	11	17
88	98	83	47
47	72	42	6
70	9	18	62
15	31	62	28
41	60	9	46
67	50	98	91
88	18	16	81
12	38	34	62
39	86	10	6
4	45	72	49
15	2	71	50
77	25	68	26
45	36	84	47
88	65	49	38
0	91	58	28
55	61	94	31
75	55	22	29
21	55	24	95
88	60	30	65
78	48	14	62
49	90	36	75
54	86	74	74
36	72	6	12
87	43	94	53
7	39	74	21
3	39	5	89
11	89	58	28
34	84	60	51
77	96	79	65
25	18	77	89
81	48	93	48
49	11	8	45
66	76	57	38
73	92	59	9
84	46	64	64
28	45	39	52
12	54	35	90
63	28	28	88
61	85	40	54
46	56	40	0
81	12	62	57
26	21	78	84
37	69	80	78
54	13	61	35
8	41	36	94
76	17	81	37
47	68	76	88
52	4	63	27
5	63	82	15
83	81	25	90
76	51	53	94
48	50	34	48
24	4	45	5
19	46	24	64
31	24	10	58
44	89	31	32
5	52	72	91
30	45	52	27
15	46	18	25
64	87	88	97
34	28	64	47
58	58	8	59
39	18	84	58
71	66	45	87
19	20	88	95
77	43	17	78
52	18	89	73
27	98	99	43
36	12	23	16
24	83	73	47
44	13	51	11
61	93	55	48
0	31	6	43
99	92	19	91
10	86	95	40
69	34	31	40
18	40	22	58
43	28	62	35
47	40	51	64
91	6	16	58
62	40	73	96
92	56	43	43
92	32	6	38
88	33	78	10
81	10	93	20
71	96	5	71
68	71	96	59
41	55	99	4
69	37	77	28
61	34	48	62
97	79	66	10
22	24	46	13
62	41	83	81
12	95	86	65
34	1	28	21
60	84	1	37
32	2	68	50
55	49	48	46
62	30	23	92
30	95	49	44
24	82	96	0
72	18	91	73
51	12	93	59
6	26	1	13
77	28	77	19
55	96	58	12
92	36	18	82
72	94	34	39
52	84	97	78
87	1	64	14
11	94	99	42
56	89	39	35
29	9	14	2
17	29	88	27
23	83	7	35
99	9	0	56
77	54	7	22
29	23	25	76
63	63	8	60
96	15	56	3
96	83	52	63
80	32	21	22
95	69	54	3
93	29	14	2
94	42	65	2
82	17	6	5
84	37	38	54
21	27	30	7
27	4	38	16
56	37	76	44
32	84	26	59
68	21	82	34
49	5	66	54
50	53	20	79
77	46	78	42
94	67	1	68
38	46	76	89
90	97	45	56
66	20	70	97
90	46	37	62
55	3	4	15
60	76	57	73
83	59	39	9
58	34	50	64
82	58	20	21
45	93	44	51
59	10	87	29
83	22	89	30
9	16	86	91
62	86	7	62
89	2	5	31
58	36	97	32
70	5	15	31
26	15	17	61
59	53	55	50
88	27	89	60
69	9	0	42
47	59	1	95
51	58	32	43
87	13	93	23
12	55	59	78
7	57	4	94
98	25	32	9
31	57	73	61
12	44	61	49
36	54	84	11
3	20	80	67
82	74	74	45
60	31	37	33
68	11	53	11
4	5	43	22
26	92	63	94
84	71	30	42
52	44	87	58
71	47	74	86
77	36	11	24
50	86	49	0
20	40	92	1
91	49	44	30
11	62	84	10
56	86	82	11
43	31	93	15
43	79	62	21
36	66	34	68
94	19	71	40
43	63	73	44
78	29	51	2
0	57	47	8
62	64	30	91
53	99	81	19
92	33	56	40
78	71	64	24
15	75	35	91
90	44	67	93
12	38	32	13
79	91	15	86
32	53	58	72
36	42	14	94
37	51	47	10
7	33	66	7
65	26	87	24
21	55	17	18
97	37	79	15
66	67	39	1
17	69	8	25
12	92	88	72
61	41	54	39
96	56	86	78
71	25	48	53
3	91	65	77
35	39	74	99
62	98	27	69
12	45	92	37
24	41	94	72
37	14	62	80
0	78	21	40
51	0	44	41
19	86	98	26
4	31	89	72
17	89	10	62
13	84	27	50
63	48	54	30
30	75	15	89
28	85	76	56
17	34	47	62
54	86	50	25
47	66	33	93
51	22	55	48
4	0	66	16
51	71	77	2
46	13	10	43
70	8	97	19
55	32	54	83
41	48	8	26
33	1	3	96
15	61	78	8
20	67	84	28
18	60	5	46
57	45	15	40
75	7	55	38
68	13	38	18
67	72	6	56
91	39	82	50
68	80	86	85
34	2	23	3
23	69	0	94
27	7	26	96
32	67	51	26
46	64	28	1
23	60	41	47
60	28	36	78
78	55	78	76
58	30	6	73
83	51	15	98
13	43	91	59
46	10	24	24
88	55	3	4
52	85	61	74
60	75	42	95
32	22	16	71
29	49	37	1
61	77	42	94
48	29	88	79
68	82	1	50
4	12	90	22
51	74	24	73
68	31	12	8
9	19	66	91
27	19	30	96
72	22	62	11
12	9	55	22
96	81	6	78
74	92	90	20
31	93	20	54
24	64	32	29
64	34	85	29
63	97	52	48
52	4	77	82
49	78	10	42
19	1	76	86
25	34	33	17
28	45	59	33
99	75	72	8
89	33	46	78
24	25	59	99
29	57	26	69
14	8	70	53
83	78	34	22
87	45	3	29
0	68	0	17
38	19	49	76
32	69	92	16
32	31	18	93
42	77	57	68
8	64	2	20
75	6	50	21
41	49	20	44
30	16	77	56
25	42	60	10
7	49	37	44
16	54	20	51
59	40	80	10
87	34	21	36
65	80	41	32
68	28	35	82
49	48	85	15
54	62	68	0
16	47	60	58
26	57	3	21
85	98	61	0
68	9	56	95
94	41	90	45
0	28	41	79
14	55	95	68
68	4	97	97
72	80	94	40
73	63	10	7
76	20	46	70
66	35	13	39
91	90	20	13
71	22	99	87
6	81	44	71
62	35	52	80
1	63	27	88
15	16	21	31
30	83	69	79
81	70	12	79
41	55	76	78
83	84	26	49
80	6	33	92
19	39	45	40
68	66	69	3
7	25	24	75
68	89	82	88
53	20	5	35
68	64	30	6
58	74	96	17
37	77	7	8
82	28	12	91
37	28	11	15
1	9	71	15
31	1	9	94
1	37	96	60
0	98	24	54
8	38	82	93
69	52	65	29
18	15	93	39
76	90	50	25
9	90	34	58
92	14	75	57
65	2	15	99
81	47	8	84
4	58	82	99
46	17	46	49
44	42	97	15
7	69	18	11
87	71	50	10
63	65	61	94
62	24	28	67
36	65	47	70
7	9	35	17
7	50	78	91
44	84	14	50
17	60	49	95
83	4	12	10
96	98	20	39
97	88	37	21
89	78	12	78
94	26	8	98
34	0	3	36
92	58	66	78
50	10	76	2
75	32	83	32
53	37	73	8
88	95	20	19
13	57	2	65
72	36	55	90
52	51	61	83
1	75	18	37
32	41	88	86
12	35	46	56
95	79	24	57
53	99	9	38
79	84	23	35
56	0	6	14
54	85	49	23
70	0	31	78
19	35	76	47
6	34	6	78
10	45	70	92
11	98	37	52
41	23	3	16
52	82	81	31
35	74	31	26
85	22	85	94
48	46	38	18
22	62	31	45
77	44	24	11
30	13	3	56
48	96	82	47
96	14	25	36
54	45	12	32
2	80	93	88
59	75	44	64
60	19	30	79
91	58	39	7
58	70	0	21
71	74	77	88
40	37	98	33
20	1	63	76
50	98	42	97
51	35	51	55
69	38	96	29
66	3	56	37
75	18	77	83
45	90	61	27
2	4	48	21
76	10	43	58
55	54	29	92
16	42	55	22
18	45	51	32
78	47	22	36
81	61	58	2
24	79	31	59
37	14	94	46
87	29	79	58
94	37	74	11
74	63	21	33
62	54	65	0
38	28	49	54
82	11	40	14
52	41	33	75
22	69	54	1
47	8	35	89
65	92	37	40
73	10	62	17
40	24	39	69
14	31	20	9
65	39	64	76
89	64	6	53
3	99	89	4
8	19	85	54
19	75	34	45
90	8	81	72
49	22	74	27
2	64	60	91
48	45	36	8
44	58	0	1
86	84	37	74
21	57	9	20
38	85	50	39
97	74	18	57
58	92	26	66
89	78	51	39
39	97	55	62
83	77	9	60
75	32	59	6
71	7	50	91
13	53	89	17
14	21	94	73
27	78	50	51
32	33	12	7
33	97	35	23
1	46	37	61
75	89	63	65
15	12	86	50
41	34	53	35
89	34	25	17
3	81	35	4
27	58	28	42
19	51	72	73
72	27	90	67
16	27	41	24
58	29	58	15
92	99	10	97
79	76	18	99
72	17	19	19
10	32	34	16
60	20	45	64
39	12	78	13
44	85	19	61
92	0	59	74
23	20	12	27
47	31	62	42
33	72	1	54
7	70	56	83
93	24	64	37
83	94	75	79
21	96	52	94
57	56	7	71
57	45	96	90
20	6	69	29
58	2	31	66
11	23	6	74
28	35	68	67
36	22	90	29
44	33	6	51
79	68	85	76
65	30	97	62
74	66	63	86
55	35	79	81
63	8	67	97
90	78	65	21
87	40	35	35
55	66	45	87
0	17	50	89
17	54	1	81
26	44	99	62
72	82	11	1
43	9	66	35
65	8	61	0
3	63	89	25
94	62	6	7
20	75	86	38
84	89	64	8
7	86	71	45
78	2	49	5
28	33	92	45
0	9	21	91
55	49	86	54
65	76	86	63
37	92	41	96
96	73	16	53
45	57	28	78
36	15	22	0
14	83	96	61
69	60	7	10
53	94	82	35
2	10	43	31
0	7	8	86
60	52	8	55
17	38	0	42
81	43	55	40
26	85	39	81
79	25	94	76
84	31	42	2
90	80	50	35
13	97	78	28
7	36	39	62
74	41	43	31
60	64	29	10
39	42	9	17
70	62	52	75
13	31	1	29
9	6	64	36
87	65	28	84
64	26	32	90
45	77	6	37
81	62	16	20
1	32	62	48
71	33	64	51
45	3	15	75
34	10	52	68
76	7	43	94
35	45	45	13
9	18	71	92
56	14	93	51
15	81	27	76
43	15	65	54
0	77	38	61
10	56	55	35
25	38	60	74
19	21	84	56
86	49	39	52
62	72	95	30
9	63	60	53
82	75	24	61
42	89	93	58
6	84	2	52
63	35	67	18
53	19	31	93
96	71	90	93
76	12	91	28
82	7	52	47
96	1	52	49
13	99	32	30
28	26	49	1
47	86	89	26
5	76	77	89
32	66	56	11
85	30	84	29
97	65	75	98
32	55	56	61
82	18	4	53
87	1	65	70
21	88	46	90
22	64	23	5
30	62	14	29
45	41	64	83
14	2	32	63
50	51	69	92
29	27	44	87
72	24	2	30
1	85	90	96
84	94	7	32
42	70	68	70
40	27	16	41
53	21	38	85
68	1	20	70
19	53	60	95
20	36	33	5
59	83	27	59
51	67	98	20
95	99	20	79
82	99	52	2
11	2	33	51
85	17	62	0
65	19	76	31
33	12	12	6
36	62	10	56
0	57	90	85
22	17	90	68
80	40	87	20
0	58	83	18
2	82	20	42
21	27	94	31
91	67	87	83
87	14	42	20
88	96	2	54
11	47	28	67
26	93	19	24
32	56	30	74
28	93	3	54
42	68	34	72
62	59	94	54
30	7	81	66
97	66	31	4
56	29	6	55
53	52	15	28
8	69	98	34
37	12	54	93
11	88	78	20
61	29	91	52
52	74	37	19
12	53	26	66
24	25	18	98
87	47	1	90
52	5	64	93
60	60	16	18
52	87	54	9
88	11	43	27
38	54	3	79
15	95	16	55
42	32	10	12
93	56	6	64
87	87	67	55
64	98	91	92
57	18	67	25
98	17	77	13
82	91	60	32
44	21	75	56
89	9	50	28
49	4	24	96
80	90	22	0
43	87	62	40
63	10	22	96
28	91	56	25
54	96	29	2
95	74	19	65
12	11	65	55
47	62	42	52
94	70	44	8
95	76	69	94
29	20	69	33
99	78	27	98
52	25	73	52
74	21	0	6
70	56	88	32
21	6	92	0
68	69	1	57
46	48	30	78
27	34	73	75
5	86	66	33
83	67	2	22
89	89	77	72
70	38	37	38
88	36	73	22
27	68	64	29
76	70	52	4
95	95	25	39
48	24	1	83
90	54	49	54
3	70	11	78
91	29	87	8
10	91	90	91
61	50	48	36
21	36	56	12
15	98	27	94
64	37	24	45
37	53	48	33
86	19	19	57
57	85	37	47
83	43	93	3
4	33	78	97
76	64	62	53
97	37	39	4
43	16	14	54
4	41	70	56
43	56	4	42
31	91	78	35
99	8	29	71
5	23	89	30
59	27	68	72
91	94	35	49
80	14	13	40
71	83	43	41
73	36	59	48
29	36	65	85
86	26	54	88
7	67	99	19
27	84	94	77
72	98	65	49
20	55	62	17
77	37	64	15
65	88	97	68
63	41	1	23
61	83	85	65
39	47	41	12
14	94	13	87
88	65	68	75
71	10	27	73
73	47	8	49
61	38	22	19
69	30	55	86
82	71	15	89
12	99	9	73
13	49	2	82
23	77	27	0
19	22	97	53
13	27	49	13
74	36	3	0
24	22	42	83
39	27	4	17
50	79	62	71
0	54	60	24
45	26	25	84
11	22	0	46
33	1	73	55
22	1	15	75
95	8	49	91
7	19	43	96
73	9	50	40
60	25	52	59
67	25	68	48
11	19	88	1
22	95	50	37
53	48	95	48
64	86	76	91
4	68	16	26
82	28	10	2
72	60	86	7
48	13	87	96
32	66	64	76
19	47	68	11
68	6	42	24
14	1	75	73
49	61	54	98
8	42	65	82
8	86	28	61
8	42	88	40
60	98	15	97
22	99	71	57
0	4	57	76
85	86	87	71
84	13	58	87
59	89	88	90
1	82	67	33
18	7	3	26
17	2	63	16
86	78	50	49
89	96	98	3
85	88	96	22
99	57	77	94
84	0	80	71
9	25	95	39
31	38	38	92
1	31	59	83
22	70	84	5
62	8	98	62
90	84	5	12
86	45	33	60
29	8	42	17
22	92	6	61
83	11	17	50
58	5	2	54
29	13	99	28
73	72	31	75
1	17	81	24
19	82	53	86
4	77	63	92
88	41	60	30
64	23	21	51
90	48	4	85
82	51	83	72
45	5	87	56
76	66	15	5
11	81	41	0
57	31	45	81
41	9	65	87
52	69	64	49
50	80	84	53
13	96	42	68
99	81	41	99
89	6	15	22
26	55	19	82
82	21	94	59
2	23	43	72
86	95	19	75
41	38	6	96
81	61	91	15
39	72	1	76
90	46	91	35
93	42	61	97
50	81	66	29
85	25	51	90
52	69	82	3
61	65	57	50
0	19	40	64
63	4	42	10
20	18	68	55
31	7	79	43
34	22	25	59
72	77	11	56
10	1	62	69
89	97	14	25
88	40	35	74
2	96	33	46
38	56	9	67
57	95	58	45
90	39	69	38
40	98	78	22
8	84	54	61
41	73	20	22
3	43	67	91
72	4	40	38
88	78	20	15
68	44	99	15
43	17	79	50
