7,9	8,7	15,0	9,8	11,8	16,7	30,7	34,8	25,6	33,7	21,5	14,9
13,9	12,8	10,7	9,3	12,4	18,5	60,7	39,7	25,6	33,7	1,2	18,0
4,8	3,6	4,5	1,6	7,0	7,6	14,9	43,6	17,5	18,3	23,7	34,6
3,4	3,6	8,3	2,4	7,7	17,8	25,4	17,9	31,2	28,4	12,5	13,1
38,3	16,9	16,3	6,1	13,0	16,0	19,9	25,1	40,1	13,4	9,9	11,1
27,5	19,8	16,8	15,6	6,9	6,5	63,9	46,5	19,3	24,9	3,4	20,7
4,7	21,7	12,7	2,3	15,9	15,6	5,9	27,3	21,8	20,6	8,7	4,4
13,4	10,5	31,9	10,5	13,0	15,5	27,5	19,5	10,4	17,7	8,7	6,3
10,8	3,1	3,5	6,2	7,2	7,2	12,1	27,7	29,6	9,0	13,4	18,4
4,1	12,4	12,0	10,8	14,8	15,5	33,1	49,7	38,3	7,7	22,5	7,1
5,0	5,0	10,6	12,4	15,2	6,6	25,4	21,2	19,3	5,2	5,6	16,9
6,5	10,9	7,1	13,0	6,8	10,5	23,8	14,2	24,8	14,7	7,2	2,3
7,0	4,5	0,4	1,0	3,9	23,1	30,1	9,6	6,4	10,7	13,2	15,5
4,0	19,0	6,5	8,5	4,9	17,5	10,7	22,9	26,6	15,9	2,7	6,6
21,3	9,3	2,0	8,2	11,8	9,1	9,3	18,7	30,5	10,2	14,2	5,3
8,8	5,7	6,6	10,5	9,2	9,5	42,6	18,7	28,6	3,9	1,2	6,7
13,8	6,0	9,0	5,1	5,2	14,7	17,7	35,9	16,7	10,7	4,1	9,7
19,7	21,3	8,9	1,6	11,0	10,9	15,1	19,8	29,6	19,1	13,4	10,8
2,8	10,8	8,4	2,3	1,2	36,1	3,1	10,4	18,3	8,7	4,4	2,8
5,3	5,9	9,7	9,3	10,0	9,7	6,8	15,8	24,1	12,0	8,0	6,9
4,8	4,7	11,2	8,7	9,3	5,1	24,8	26,3	14,9	23,7	12,2	5,2
9,9	13,8	4,2	1,8	0,7	5,8	28,1	5,6	13,2	12,0	4,2	13,7
21,0	8,5	7,0	6,7	5,9	17,1	10,3	17,1	26,0	15,3	7,7	15,8
4,7	6,1	5,5	10,7	8,0	6,3	3,1	17,5	8,4	7,7	3,2	3,6
10,0	6,2	13,3	8,1	20,2	18,3	11,2	17,7	16,7	6,8	5,8	17,5
5,7	2,8	14,4	3,9	9,7	10,0	48,3	11,0	17,9	18,8	16,2	13,2
9,4	2,9	4,9	26,6	8,4	17,5	14,0	1,8	20,1	3,5	18,9	3,3
3,5	4,0	4,3	0,5	10,6	1,5	29,1	23,2	13,1	22,5	6,1	10,9
6,2	11,2	14,5	4,8	9,4	12,2	46,6	48,1	12,0	5,1	12,5	3,8
24,9	5,4	11,3	2,1	5,1	3,3	15,7	16,3	3,3	12,9	15,9	2,5
3,1	6,7	13,0	50,9	2,0	28,2	19,3	31,0	39,4	17,7	4,9	3,8
16,3	3,0	6,0	1,0	9,1	5,6	9,3	12,2	7,8	3,2	8,0	11,7
7,4	7,5	7,3	11,5	9,2	24,1	51,5	27,7	22,5	18,3	14,5	13,2
4,3	9,6	8,1	13,0	4,1	8,5	12,5	14,1	27,3	8,2	4,9	5,0
7,6	6,8	1,4	8,9	2,1	27,3	11,9	18,9	33,4	16,7	13,9	18,7
0,6	10,8	6,2	11,8	2,9	13,5	14,2	23,4	17,6	10,3	15,4	8,6
3,7	12,7	26,0	11,3	13,2	33,8	61,1	26,5	15,6	11,0	7,7	13,2
7,7	3,6	3,4	4,8	9,2	3,0	15,6	19,3	16,8	20,1	6,4	29,0
11,7	17,1	8,7	3,2	8,7	12,0	33,9	29,8	46,3	10,7	2,2	13,4
7,9	6,6	10,3	0,2	2,2	7,6	29,4	31,9	18,0	18,3	16,0	4,1
9,3	7,2	15,4	14,6	6,0	2,6	21,8	35,2	43,9	23,3	3,8	2,7
25,3	2,3	7,9	2,4	12,5	7,8	13,3	32,1	22,8	18,1	16,4	8,6
